순번,출원일,출원번호,등록일,등록번호,주발명자,공동발명자,출원의 명칭(한),분야별 기술(6T),데이터기준일
1,2021-06-30,10-2021-0085670,2024-05-08,10-2665794,전주환,"전주환,김형일,오선진",레이다 신호 파형을 이용한 다중 표적 탐지 방법 및  시스템,정보기술(IT),2024-12-31
2,2019-04-19,10-2019-0046277,2024-06-04,10-2673761,전주환,"전주환,이혁중,황성현,유성진,변우진",시간 영역 상관 관계 기법에 기초한 차량의 전방 관측 레이더 영상 생성 장치 및 그 방법,정보기술(IT),2024-12-31
3,2016-08-23,10-2016-0107148,2024-09-10,10-2706981,문재균,"문재균,최병준,윤성환","컨트롤러, 반도체 메모리 시스템 및 그것의 동작 방법",정보기술(IT),2024-12-31
4,2019-04-23,10-2019-0047574,2024-11-11,10-2730539,이덕주,"이덕주,서동호,조덕형,정계현,이용철,김영식,신달흔,권오준",터보차저 컴프레서휠,나노기술(NT),2024-12-31
5,2016-09-07,10-2016-0114923,2024-09-10,10-2706994,하정석,"하정석,김대성","메모리 컨트롤러, 반도체 메모리 시스템 및 그것의 동작 방법",정보기술(IT),2024-12-31
6,2016-06-21,10-2016-0077123,2024-04-23,10-2661548,원용협,"원용협,이준식,신두섭",액체 렌즈 및 액체 렌즈 모듈,나노기술(NT),2024-12-31
7,2019-05-07,10-2019-0053338,2024-08-08,10-2694907,윤성의,"윤성의,백종희,오소진,문보창,하새롬",실사 이미지 생성장치,정보기술(IT),2024-12-31
8,2016-07-21,10-2016-0092551,2024-05-13,10-2666852,하정석,"하정석,김대성,정수황","컨트롤러, 반도체 메모리 시스템 및 그의 동작 방법",정보기술(IT),2024-12-31
9,2016-07-18,10-2016-0090742,2024-01-03,10-2622053,임춘택,"임춘택,이은수,최병국,최진수,김호직,최용호,임상민,박영찬,이규성","전자장치, 디스플레이 장치 및 그 장치들의 구동방법",정보기술(IT),2024-12-31
10,2016-09-07,10-2016-0114936,2024-09-30,10-2714110,문재균,"문재균,강순영,윤성환","메모리 컨트롤러, 반도체 메모리 시스템 및 그것의 동작 방법",정보기술(IT),2024-12-31
11,2016-08-22,10-2016-0106300,2024-04-01,10-2654635,이상국,"이상국,기욤",배터리의 용량상태 결정방법 및 그를 이용한 용량감소 측정방법,정보기술(IT),2024-12-31
12,2016-10-19,10-2016-0135520,2024-09-03,10-2704463,조병관,"조병관,신종오,이남일",렌티바이러스를 이용한 차세대 시퀀싱 기반 재조합 단백질 발현을 위한 세포 내 고발현 영역 탐색 방법 및 고발현 영역 정보,생명공학기술(BT),2024-12-31
13,2016-07-22,10-2016-0093678,2024-06-11,10-2675318,조규형,"조규형,허연희,김기덕",호버 감지를 위한 좌표 측정 장치 및 방법,정보기술(IT),2024-12-31
14,2016-09-05,10-2016-0114044,2024-05-23,10-2669965,임춘택,"임춘택,이은수,최병국,최진수,이규성",무선 전력 전송 장치 및 무선 전력 전송 시스템,정보기술(IT),2024-12-31
15,2016-09-22,10-2016-0121462,2024-08-05,10-2693262,조동호,"조동호,김민호,노동석,문정민",상향링크 데이터 재송신을 제어하기 위한 장치 및 방법,정보기술(IT),2024-12-31
16,2016-11-24,10-2016-0157249,2024-05-23,10-2669967,노용만,"노용만,김학구,이진성,민종술",홀로그램 생성 방법 및 홀로그램 생성 장치,정보기술(IT),2024-12-31
17,2017-01-11,10-2017-0004302,2024-05-24,10-2670400,홍성철,"홍성철,박진석,강승훈,안민기,정재훈",위상천이장치 및 이를 이용한 방법,정보기술(IT),2024-12-31
18,2016-12-19,10-2016-0173903,2024-09-06,10-2705617,한동수,"한동수,문병철,정석훈",위치 정보 제공 방법 및 그 장치,정보기술(IT),2024-12-31
19,2016-12-20,10-2016-0174225,2024-05-09,10-2665997,김동준,"김동준,노연주,허재혁,진성욱",패킷을 부호화하는 장치 및 이를 포함하는 메모리 네트워크에서의 라우팅 방법,정보기술(IT),2024-12-31
20,2017-01-25,10-2017-0011694,2024-08-05,10-2693468,이용훈,"이용훈,이준호,박순찬,강민근,오진우,정재훈,안민기",하이브리드 빔포밍 시스템에서 최적 빔을 구성하는 방법 및 장치,정보기술(IT),2024-12-31
21,2016-12-29,10-2016-0181915,2024-10-24,10-2723426,전덕영,"전덕영,이용희,김규남,김소망","퀀텀 로드, 퀀텀 로드 필름 및 퀀텀 로드 표시장치",나노기술(NT),2024-12-31
22,2016-12-16,10-2016-0172529,2024-03-07,10-2646840,성영철,"성영철,이길원",이동통신 시스템에서 스케줄링 방법 및 장치,정보기술(IT),2024-12-31
23,2016-06-27,10-2016-0080448,2024-01-10,10-2624789,정기훈,"정기훈,박정우,장경원,황찬솔,오영재,백현재,조재걸,신재욱",생체 센서 및 생체 센서를 포함하는 전자 장치,생명공학기술(BT),2024-12-31
24,2017-12-29,10-2017-0184524,2024-01-18,10-2628216,조광현,"조광현,황채영",소라페닙 저항성 암 치료 표적으로서의 EDN1의 용도,생명공학기술(BT),2024-12-31
25,2020-03-25,10-2020-0036062,2024-11-28,10-2737492,류승탁,"류승탁,오동렬,김경호",아날로그-디지털 변환기 및 이를 포함하는 반도체 장치,정보기술(IT),2024-12-31
26,2021-11-12,10-2021-0155483,2024-05-13,10-2666613,조규성,"조규성,고길영,최현웅",실리콘 광 증배관 집합체 기반의 다채널 시작 신호 수신기를 포함하는 양전자 소멸 수명 분광 분석 시스템,정보기술(IT),2024-12-31
27,2019-02-22,10-2019-0021112,2024-06-21,10-2678691,야부즈자패르타야르,"야부즈자패르타야르,사라바난,김도윤",비균일계 피리딜 살리실이민 유기촉매 및 이를 이용한 고리형 카보네이트의 제조방법,생명공학기술(BT),2024-12-31
28,2018-06-05,10-2018-0064692,2024-03-19,10-2650109,류승탁,"류승탁,장일훈,서민재,김미영,이재근,백승엽,최병주,고형종",디지털 도메인에서 노이즈 쉐이핑을 수행하도록 구성되는 모듈레이터를 구현하기 위한 전자 회로,정보기술(IT),2024-12-31
29,2018-07-10,10-2018-0080064,2024-02-01,10-2633941,김신현,"김신현,이건호,김종빈,한상훈,정찬울",흡광성 나노입자를 포함하는 광결정 잉크 조성물 및 이를 통해 형성된 광결정 구조체,나노기술(NT),2024-12-31
30,2018-08-20,10-2018-0096548,2024-05-02,10-2664090,김범준,"김범준,김영권,윤홍석,김진성",전도성 고분자 쉘을 지닌 금속 나노입자 및 전도성 박막을 포함하는 전극 및 이들의 제조 방법,정보기술(IT),2024-12-31
31,2018-11-07,10-2018-0136037,2024-05-27,10-2671036,유승협,"유승협,김성연",유기 기상젯 프린터 및 그것을 이용한 유기막 형성 방법,정보기술(IT),2024-12-31
32,2018-08-23,10-2018-0098339,2024-11-04,10-2727565,신진우,"신진우,정종헌",효율적인 신경망 설계를 위한 선택적 합성곱 유닛,나노기술(NT),2024-12-31
33,2018-08-28,10-2018-0101092,2024-07-23,10-2689100,신진우,"신진우,이한국",시간 가변적 예측(anytime prediction)을 위한 얇은 하위 네트워크를 활용하는 방법 및 시스템,정보기술(IT),2024-12-31
34,2019-04-24,10-2019-0047778,2024-11-12,10-2730614,장민석,"장민석,한상준,김신호",광소자 및 그의 제조방법,정보기술(IT),2024-12-31
35,2018-12-05,10-2018-0155497,2024-01-09,10-2624761,최시영,"최시영,이요한","다중-상 액상 조성물, 약물의 투과도 측정 장치 및 약물의 투과도 측정 방법",생명공학기술(BT),2024-12-31
36,2018-12-24,10-2018-0168593,2024-05-02,10-2664009,류승탁,"류승탁,서민재,진동환,김예담,김종팔",리셋을 스킵하는 아날로그 디지털 변환기 및 아날로그 디지털 변환 방법,정보기술(IT),2024-12-31
37,2018-08-30,10-2018-0102513,2024-08-07,10-2694159,손훈,"손훈,황순규,박지호,최상우,구민상,정우진,신은철,권상혁",표시패널의 결함검사장치,나노기술(NT),2024-12-31
38,2018-10-22,10-2018-0125752,2024-08-02,10-2692679,김일두,"김일두,배재형,정지원,김찬훈,윤두영,조수호,송석원,김이현,이은지,최양규,정주아,임재민",마스크 시트 및 그 제조방법,생명공학기술(BT),2024-12-31
39,2018-11-23,10-2018-0146287,2024-05-20,10-2668789,이상엽,"이상엽,유원민,김순철,정해나,김지용",창상치료용 약학조성물,생명공학기술(BT),2024-12-31
40,2018-12-12,10-2018-0159856,2024-12-13,10-2744197,유경식,"유경식,박정훈,진영훈,정영재,박태원",이차원 상 전이 소재를 이용한 디스플레이 소자 및 이의 제조 방법,정보기술(IT),2024-12-31
41,2019-02-27,10-2019-0023268,2024-01-04,10-2622958,최호진,"최호진,한승호",이미지 캡션 자동 생성 시스템 및 방법,정보기술(IT),2024-12-31
42,2018-12-04,10-2018-0154229,2024-03-04,10-2644556,배중면,"배중면,한광우,오지우,최승현,이경문,박정주,박훈모",부생가스를 이용한 수소 제조 시스템 및 제조 방법,정보기술(IT),2024-12-31
43,2018-12-21,10-2018-0167946,2024-02-05,10-2635135,박인철,"박인철,김현호",리드 솔로몬 디코더 및 이를 포함하는 반도체 장치,정보기술(IT),2024-12-31
44,2019-02-27,10-2019-0023386,2024-04-24,10-2661956,류승탁,"류승탁,서민재,김종팔",아날로그 디지털 변환기,정보기술(IT),2024-12-31
45,2019-03-07,10-2019-0026277,2024-12-24,10-2748056,이상국,"이상국,박대웅,우토모 쥬리 라디툐",듀얼 이득 증폭이 가능한 고이득 증폭기,정보기술(IT),2024-12-31
46,2019-05-21,10-2019-0059451,2024-11-05,10-2727995,김주호,"김주호,김현우,고은영,송진영,송재윤,임도연",크라우드 소싱을 이용한 텍스트 기반 대화 내 추가정보 수집방법 및 그를 위한 컴퓨터 프로그램,정보기술(IT),2024-12-31
47,2019-04-15,10-2019-0043718,2024-11-19,10-2733317,문재균,"문재균,박석광,최민수",간섭 보상을 위한 메모리 시스템 및 메모리 시스템의 동작 방법,정보기술(IT),2024-12-31
48,2019-06-24,10-2019-0074869,2024-06-10,10-2674794,전덕영,"전덕영,박선중,조현진,김규남","양자점 발광다이오드, 그 제조 방법 및 양자점 발광표시장치",나노기술(NT),2024-12-31
49,2019-04-25,10-2019-0048161,2024-07-30,10-2691170,윤찬현,"윤찬현,전민수,김성환,주경노,이경채,박상돈",실리콘 포토닉스 기반 인터커넥션 네트워크에서 (SiPh-HCA) 컴퓨팅 호스트 간 고성능 컴퓨팅을 실현하는 유연한 토폴로지 구성 (FlexibleX) 기법과 패킷 제어 기술,정보기술(IT),2024-12-31
50,2022-09-02,10-2022-0111109,2024-12-24,10-2747982,이진우,"이진우,이준상,김문일,주안 아이 레","유기인산 화합물 가수분해효소 모방 다공성 산화세륨 나노자임, 이의 제조방법, 이를 포함하는 유기인산 화합물용 검출용 센서 및 이를 이용한 유기인산 화합물의 검출 방법",생명공학기술(BT),2024-12-31
51,2019-05-03,10-2019-0052524,2024-06-12,10-2675806,김문철,"김문철,최재석,김용우,이현승,이천,문영수",영상 처리 장치 및 그 영상 처리 방법,정보기술(IT),2024-12-31
52,2019-06-10,10-2019-0068025,2024-06-28,10-2680850,박영진,"박영진,김영석,유정근,조문환,김중관,이명옥,이강덕",차량 및 차량의 제어방법,정보기술(IT),2024-12-31
53,2019-06-17,10-2019-0071776,2024-03-20,10-2651124,이봉재,"이봉재,이응창,강희엽,오영록,양해정,이기택",반도체 패키지 및 반도체 장치,정보기술(IT),2024-12-31
54,2020-02-11,10-2020-0016502,2024-11-28,10-2737794,이해신,"이해신,심휘수",수용성 카테킨 복합체 및 이를 포함하는 아토피 질환 예방 또는 치료용 조성물,생명공학기술(BT),2024-12-31
55,2020-12-15,10-2020-0175723,2024-10-14,10-2718918,윤세영,"윤세영,김상묵",분산 딥러닝 시스템에서 딥러닝 모델의 학습 방법 및 장치,정보기술(IT),2024-12-31
56,2020-03-05,10-2020-0027602,2024-03-14,10-2649010,안승영,"안승영,김기범,김장열,조인귀,이현준,이재우,김상원,김성민,문정익,박우천,이호진,윤재훈,장동원",RF 미소 자계 검출 센서 및 그 제조 방법,정보기술(IT),2024-12-31
57,2020-01-17,10-2020-0006427,2024-04-01,10-2654851,이재우,"이재우,김보라,김민지",물-용매 이성분계 시스템을 이용한 폐커피로부터 플랫폼 케미컬 및 지방산의 동시 제조방법,생명공학기술(BT),2024-12-31
58,2021-07-14,10-2021-0092412,2024-12-02,10-2738690,전원주,"전원주,김지완,최은지",멀티 스케일 차음 시스템,나노기술(NT),2024-12-31
59,2020-02-06,10-2020-0014232,2024-05-17,10-2668208,하정석,"하정석,김명인,오지은","LDPC 디코더, LDPC 디코더의 동작 방법 및 반도체 메모리 시스템",정보기술(IT),2024-12-31
60,2021-06-03,10-2021-0072288,2024-07-24,10-2689573,주영석,"주영석,박성열,이기종,김영태","흉선종의 진단, 예방, 또는 치료용 조성물",생명공학기술(BT),2024-12-31
61,2020-12-28,10-2020-0184496,2024-04-02,10-2655316,경기욱,"경기욱,김현우",불균일 공간 전하층과 유전성 유체를 이용한 주머니 형태의 유연 구동기,나노기술(NT),2024-12-31
62,2020-03-27,10-2020-0037872,2024-10-07,10-2716444,조성환,"조성환,이혁진,서진오",MAC 연산 동작을 수행하는 비휘발성 메모리 장치,정보기술(IT),2024-12-31
63,2021-05-26,10-2021-0067800,2024-10-02,10-2714887,문건우,"문건우,김재상,이민수,최승현,김건우",작은 공통모드 노이즈 특성을 갖는 정전압 포인트와 연결된 변압기 기반의 LLC 공진형 컨버터,정보기술(IT),2024-12-31
64,2020-10-21,10-2020-0136782,2024-05-03,10-2664730,정원석,"정원석,이준혁",신경교세포에 의한 식작용 모니터링용 재조합 리포터 벡터 구조체 및 이의 용도,생명공학기술(BT),2024-12-31
65,2022-10-13,10-2022-0131773,2024-06-10,10-2675083,최정우,"최정우,이동헌",마이크로폰 어레이를 이용한 야외 잡음 제거 장치 및 방법,정보기술(IT),2024-12-31
66,2021-01-19,10-2021-0007201,2024-03-04,10-2644811,박효훈,"박효훈,유종범,유동은,이주범,김인기,석태준,강금봉,윤현호,권남현",MEMS 광 스위치를 활용하는 광 위상 배열 칩 및 그 제조 방법,정보기술(IT),2024-12-31
67,2020-07-16,10-2020-0088039,2024-08-21,10-2699180,최양규,"최양규,초일웅",접촉 대전 발전 장치,정보기술(IT),2024-12-31
68,2020-11-09,10-2020-0148873,2024-12-19,10-2746129,최양규,"최양규,이건범,윤경준","바이리스터 소자, 그 제조 방법, 및 바이리스터 소자를 포함하는 휘발성 메모리 장치",정보기술(IT),2024-12-31
69,2020-12-21,10-2020-0179639,2024-10-14,10-2718912,윤세영,"윤세영,유형준,김상묵,김성윤,오재훈",메타 학습 모델의 업데이트 방법 및 장치,정보기술(IT),2024-12-31
70,2021-08-18,10-2021-0108463,2024-05-13,10-2666632,김상현,"김상현,금대명,박주혁,백우진",효율 향상을 위한 측벽 패시베이션층을 갖는 마이크로 발광 다이오드 소자와 그의 제조 방법 및 그를 포함하는 디스플레이,정보기술(IT),2024-12-31
71,2021-03-22,10-2021-0036341,2024-01-10,10-2625169,박지호,"박지호,오찬희,김현직",흡입전달용 인터페론 단백질 탑재 폐 계면활성제 나노입자 및 이의 제조방법,생명공학기술(BT),2024-12-31
72,2020-11-25,10-2020-0159628,2024-05-13,10-2666670,김명호,"김명호,이광희","그룹 레이블링 학습에서 뉴럴 네트워크 기반 효과적인 임베딩 벡터 생성 및 이를 이용한 레이블 예측 방법, 장치 및 그 예측 모델에서의 학습 방법",정보기술(IT),2024-12-31
73,2021-06-28,10-2021-0083859,2024-05-24,10-2668799,이현주,"이현주,강필웅",전기화학 반응 장치 및 전기화학 반응 방법,생명공학기술(BT),2024-12-31
74,2023-01-04,10-2023-7000423,2024-07-04,10-2683326,금승원,"금승원,조동호,이주용,김당오,김성재,노상미,정재훈,이상림",무선 통신 시스템에서 위상 잡음의 추정 방법 및 그 장치,정보기술(IT),2024-12-31
75,2021-05-26,10-2021-0067487,2024-04-04,10-2656104,정명수,"정명수,정영종",비휘발성 메모리 제어 장치 및 비휘발성 메모리 장치,정보기술(IT),2024-12-31
76,2020-12-09,10-2020-0171206,2024-03-04,10-2644841,예종철,"예종철,허재영,SHUJAAT KHAN",비지도 학습 기반 단일 뉴럴 네트워크를 이용한 다중 초음파 영상 처리 방법 및 그 장치,정보기술(IT),2024-12-31
77,2020-09-02,10-2020-0111355,2024-05-20,10-2668508,이흥규,"이흥규,김채원",고염식 환경에서의 뇌종양 진단용 조성물,생명공학기술(BT),2024-12-31
78,2021-11-04,10-2021-0150260,2024-02-28,10-2643392,김상욱,"김상욱,남윤성,임준원,이길용,김인수,육종민,최희재",항바이러스 소재,생명공학기술(BT),2024-12-31
79,2020-12-24,10-2020-0183087,2024-04-23,10-2661294,이상엽,"이상엽,한태희",글루타르산 수송체 유전자가 도입된 재조합 미생물 및 이를 이용한 글루타르산의 제조방법,생명공학기술(BT),2024-12-31
80,2020-11-11,10-2020-0150363,2024-11-29,10-2738365,이현주,"이현주,전순서,송규호,노치우,김길호",음이온 교환막 수전해용 산화 전극,나노기술(NT),2024-12-31
81,2021-06-14,10-2021-0077060,2024-06-21,10-2678740,김진우,"김진우,이은정","Prox1 기능 억제제를 유효성분으로 포함하는, 망막신경 퇴행성 질환의 예방 또는 치료용 약학적 조성물",생명공학기술(BT),2024-12-31
82,2020-12-16,10-2020-0176633,2024-01-18,10-2628495,양용수,"양용수,이주혁,정채화",나노 입자의 3차원 원자 단위 구조 결정 장치 및 그 결정 방법,정보기술(IT),2024-12-31
83,2021-04-01,10-2021-0042701,2024-09-23,10-2710668,유지환,"유지환,백승준,김도형,성현석,장재형",상지 회전유도장치,나노기술(NT),2024-12-31
84,2021-10-21,10-2021-0140868,2024-05-22,10-2669414,유지환,"유지환,정상구",성장형 소프트로봇,나노기술(NT),2024-12-31
85,2021-02-19,10-2021-0022529,2024-09-20,10-2710006,제민규,"제민규,권순재,하소명,이정은,천송이,최인준,최재석,박예찬",임피던스 측정 장치,정보기술(IT),2024-12-31
86,2021-04-30,10-2021-0056453,2024-07-29,10-2690857,김학성,"김학성,김동건,김동건,차정석,김의진,김다솜,유태근",제2형 중증급성호흡기증후군 코로나바이러스의 수용체 결합 도메인 (SARS-CoV2 RBD)에 선택적으로 결합하는 신규한 폴리펩티드 및 이의 용도,생명공학기술(BT),2024-12-31
87,2021-04-16,10-2021-0049870,2024-12-18,10-2746024,조병진,"조병진,정재중,김민주",공중합체 기반 저전력 유연 저항 변화 메모리 소자,정보기술(IT),2024-12-31
88,2021-01-04,10-2021-0000333,2024-01-31,10-2633470,공경철,"공경철,김태연,우한승,김형준,정민구",착용형 보조장치,나노기술(NT),2024-12-31
89,2021-07-23,10-2021-0097256,2024-04-22,10-2661028,홍성철,"홍성철,한가원",안테나 서브 어레이들을 포함하는 다중입력 다중출력 레이다 장치 및 이의 동작 방법,정보기술(IT),2024-12-31
90,2020-12-24,10-2020-0183097,2024-02-28,10-2643598,배두환,"배두환,현상원",패턴 기반 SoS 내 실패 유발 상호작용 분석 방법 및 장치,정보기술(IT),2024-12-31
91,2021-03-03,10-2021-0028056,2024-05-24,10-2670516,하정석,"하정석,정현우",표면 부호의 기계학습 기반 복호 방법 및 그 장치,정보기술(IT),2024-12-31
92,2021-01-22,10-2021-0009214,2024-04-23,10-2661295,김호민,"김호민,김도균,류지간,서준규,윤국남,김호민","탈당화된 LRG1 당단백질 및 LRG1 당단백질 변이체, 및 이의 용도",생명공학기술(BT),2024-12-31
93,2020-12-28,10-2020-0184994,2024-04-22,10-2660740,우운택,"우운택,박갑용,김태균",도메인 전이학습을 통한 적외선 카메라 기반의 손 자세 추정 방법 및 시스템,정보기술(IT),2024-12-31
94,2021-07-07,10-2021-0089226,2024-05-29,10-2671669,이봉재,"이봉재,최민우,송재만",두 물질 표면 사이의 복사열전달 측정방법 및 장치,나노기술(NT),2024-12-31
95,2021-04-29,10-2021-0055735,2024-02-26,10-2642509,임성갑,"임성갑,오명석,전민규",화학기상 증착공정을 이용한 고신축성 초소수성 박막 및 그 제조방법,나노기술(NT),2024-12-31
96,2020-11-09,10-2020-0148722,2024-04-02,10-2655328,이상국,"이상국,조준호,기욤,한석균",전기적 신호 입력에 따른 발열 응답을 이용한 전기화학 소자의 엔트로피 추출 방법 및 장치,정보기술(IT),2024-12-31
97,2020-12-14,10-2020-0174650,2024-04-23,10-2661204,이동만,"이동만,현순주,이승호,장시영",모바일 비디오 카메라 네트워크를 위한 커버리지 최대화 방법,정보기술(IT),2024-12-31
98,2021-07-05,10-2021-0087649,2024-08-22,10-2699538,이흥규,"이흥규,권명준,유인재,남승훈,이흥규",DCT 공간 정보에 기초한 조작 이미지 판별 장치 및 방법,정보기술(IT),2024-12-31
99,2021-11-30,10-2021-0168418,2024-05-03,10-2664706,우운택,"우운택,전진우",고차원 특징 구성을 위한 네트워크 기반 모바일 슬램 시스템 및 그 동작 방법,정보기술(IT),2024-12-31
100,2021-04-06,10-2021-0044649,2024-01-19,10-2629049,권태혁,"권태혁,한결","기계학습 기반의 균열신호 분류 방법, 이를 구현한 실시간 균열신호 감지 장치",나노기술(NT),2024-12-31
101,2021-07-28,10-2021-0099314,2024-05-20,10-2668654,정기훈,"정기훈,강병훈,유은실","박막 미세유체칩, 이를 포함하는 중합효소연쇄반응 장치 및 중합효소연쇄반응 장치를 이용한 중합효소연쇄반응 방법",생명공학기술(BT),2024-12-31
102,2021-04-23,10-2021-0053010,2024-01-16,10-2627325,정우철,"정우철,김일두,김상우,정지원",아연-공기 전지의 전극 촉매의 제조 방법,나노기술(NT),2024-12-31
103,2020-12-07,10-2020-0169771,2024-01-09,10-2624590,정성윤,"정성윤,안지상,이해승","유전체 세라믹, 이의 제조 방법, 및 이를 포함하는 적층형 전자 부품",나노기술(NT),2024-12-31
104,2021-04-15,10-2021-0049085,2024-08-28,10-2701561,전상훈,전상훈,삼중 구조를 갖는 셀 및 이를 포함하는 소자,정보기술(IT),2024-12-31
105,2020-12-21,10-2020-0179620,2024-03-08,10-2647224,이재길,"이재길,강준혁,김민석,이재연",딥 러닝을 위한 이동 경로 임베딩 방법 및 이를 이용한 이동 경로 예측 방법,정보기술(IT),2024-12-31
106,2021-10-13,10-2021-0136025,2024-11-11,10-2730272,조병진,"조병진,김민주,신의중,정재중",전하포획형 비휘발성 유기 메모리 소자,정보기술(IT),2024-12-31
107,2021-04-06,10-2021-0044880,2024-05-07,10-2665482,전상용,"전상용,정찬호,정원식","로즈마린산 유도체, 로즈마린산-유래 입자 및 이를 포함하는 염증성 질환 치료용 조성물",생명공학기술(BT),2024-12-31
108,2022-04-13,10-2022-0045462,2024-12-13,10-2744353,유경식,"유경식,한상윤,유재석",실리콘 포토닉 링 공진기 및 캔틸레버 구조에 기반한 초음파 센서 및 그 제어 방법 ,정보기술(IT),2024-12-31
109,2021-05-21,10-2021-0065522,2024-07-29,10-2690597,정기훈,"정기훈,장경원,강병훈,차영길",마이크로렌즈 어레이 기반 초박형 현미경,생명공학기술(BT),2024-12-31
110,2020-12-21,10-2020-0180062,2024-05-20,10-2668790,박현규,"박현규,김문일,이진우,이서영,퐁 티 누잉,트룽 휴 부,이준상","콜레스테롤 산화효소, 루미놀 및 과산화효소 모사 나노구조체를 포함하는 복합체 및 이의 용도",생명공학기술(BT),2024-12-31
111,2021-10-26,10-2021-0143831,2024-11-27,10-2736822,유승협,"유승협,라자카누팔라니사미,김형석,이우찬","유기금속 착화합물, 발광 소자 및 전자 장치",환경/에너지기술(ET),2024-12-31
112,2021-04-07,10-2021-0045238,2024-09-20,10-2709580,정상권,"정상권,김경중",장력을 이용하여 고압 액체를 생성하는 극저온 왕복동 펌프 및 이의 동작 방법,나노기술(NT),2024-12-31
113,2021-03-17,10-2021-0034941,2024-02-28,10-2643366,서재명,"서재명,김광은,이현우,박이삭",세포 내 분비단백질의 위치 정보를 제공하는 방법,생명공학기술(BT),2024-12-31
114,2021-09-08,10-2021-0119872,2024-11-07,10-2729020,심현철,"심현철,이대규,김현지",3차원 포인트 클라우드 맵을 이용한 차선 레벨 지도 구축 방법 및 시스템,정보기술(IT),2024-12-31
115,2021-04-30,10-2021-0056630,2024-05-13,10-2666631,최준일,"최준일,차지훈",지도 학습을 활용한 무선 인체 통신망에서의 온오프 변조 심볼 검출 방법 및 그 시스템,정보기술(IT),2024-12-31
116,2022-04-21,10-2022-0049538,2024-12-31,10-2750447,방효충,"방효충,심태민,아샤드 무함마드 어웨이스,마린 미카앨","무인 항공기용 뉴럴 네트워크 시스템, 이를 포함하는 무인 항공기 제어 시스템 및 이를 이용한 무인 항공기 제어 방법",정보기술(IT),2024-12-31
117,2021-01-25,10-2021-0010336,2024-05-24,10-2670493,김성진,"김성진,김서영,박성훈,장동현,김우경",방호복용 냉난방 시스템,정보기술(IT),2024-12-31
118,2021-10-27,10-2021-0144185,2024-04-22,10-2660946,윤국진,"윤국진,류권영,이강일,조제경",카메라와 라이다를 이용한 정밀한 깊이 정보 추정 시스템 및 그 방법,정보기술(IT),2024-12-31
119,2021-03-30,10-2021-0040929,2024-06-10,10-2674913,최한림,"최한림,김도운,이우철",디지털 고도 맵을 이용한 레이다 추적의 보정 방법 및 장치,나노기술(NT),2024-12-31
120,2021-04-16,10-2021-0049779,2024-05-21,10-2668919,강병훈,"강병훈,이승엽,임창일",네트워크에 연결된 시스템의 보안을 위한 프로토콜 다이얼렉트 기법,정보기술(IT),2024-12-31
121,2021-05-14,10-2021-0062470,2024-01-15,10-2626760,김범준,"김범준,박진수",유기 태양전지용 고분자 공여체 및 이를 포함하는 유기 태양전지,생명공학기술(BT),2024-12-31
122,2021-06-30,10-2021-0085949,2024-08-30,10-2703014,방효충,"방효충,김태영",센서 고장 및 동적 환경에 강건한 레이다 항법 교정 방법 및 그를 위한 장치,정보기술(IT),2024-12-31
123,2021-05-10,10-2021-0060310,2024-03-07,10-2646857,김재홍,"김재홍,한성호,전유빈",알칸올 아민을 활용한 시멘트 조성물의 양생 방법,나노기술(NT),2024-12-31
124,2021-06-10,10-2021-0075271,2024-04-03,10-2655547,김상욱,"김상욱,정홍주,최희재",광열변환 탄소소재를 포함하는 자가세정 필터 및 이의 세정 방법.,나노기술(NT),2024-12-31
125,2021-04-13,10-2021-0047869,2024-02-28,10-2643367,서재명,"서재명,김광은,이현우,박이삭",조직 특이적 분비단백질의 위치 정보를 제공하는 방법 및 이의 응용,생명공학기술(BT),2024-12-31
126,2021-04-15,10-2021-0049439,2024-08-12,10-2695760,유경식,"유경식,손경호,정영재",아디아바틱 결합을 이용한 광 통신용 인터페이스 및 광섬유 테이퍼 제조 방법,정보기술(IT),2024-12-31
127,2021-06-30,10-2021-0085948,2024-10-22,10-2722330,방효충,"방효충,권혁준",통합 항법 기반의 레이다 자세 추정 방법 및 그를 위한 장치,나노기술(NT),2024-12-31
128,2021-03-03,10-2021-0027981,2024-05-22,10-2669448,이준구,"이준구,김창준,박경덕",양자회로 에러 보정 방법 및 그 장치,정보기술(IT),2024-12-31
129,2021-12-29,10-2021-0190889,2024-12-11,10-2743221,김신현,"김신현,한상훈,최예훈",유멜라닌 나노입자를 이용한 광결정 구조체 ,나노기술(NT),2024-12-31
130,2021-09-01,10-2021-0116339,2024-07-30,10-2691563,김신현,"김신현,김종빈,한상훈",구조색 구조체 직접인쇄용 잉크 조성물 및 이를 이용한 구조색 구조체 제조방법,생명공학기술(BT),2024-12-31
131,2022-04-14,10-2022-0046532,2024-04-16,10-2659355,이승섭,"이승섭,정지훈,채지환,이정우",공기 정화 장치,나노기술(NT),2024-12-31
132,2021-06-22,10-2021-0081129,2024-02-01,10-2634153,배충식,"배충식,김우영,김현수","열효율 향상을 위한 피스톤 보울 형상을 가지는 반응성제어 압축착화 엔진, 이를 포함하는 엔진 시스템 및 이를 제어하는 방법",나노기술(NT),2024-12-31
